axis,x_name,x,repeated_default,bh_q_unique_family,bh_family_size,champion,baseline,n_seeds,n_jointly_feasible,mean_delta_Mbps,std_delta_Mbps,sem_delta_Mbps,ci95_lo_Mbps,ci95_hi_Mbps,wins,ties,losses,win_rate,wilcoxon_W_plus,wilcoxon_n_nonzero,wilcoxon_method,wilcoxon_p_two_sided,wilcoxon_p_greater,t_stat,t_df,t_p_two_sided,t_p_greater,champion_mean_Mbps,baseline_mean_Mbps,quote
aodt,aodt_threshold_s,1.2,False,0.00017029898507254465,25,sca,random,20,20,0.0663963953264779,0.10361435263401837,0.023168873593429947,0.017903385581883674,0.11488940507107212,17,0,3,0.85,202.0,20,exact,4.76837158203125e-05,2.384185791015625e-05,2.8657584521202653,19,0.009894883846490739,0.004947441923245369,8.88854007456994,8.822143679243462,"SCA wins by 0.066+/-0.104 Mbps vs random, p<0.001, 17/20 seeds"
aodt,aodt_threshold_s,1.2,False,1.9073486328125e-06,25,sca,kmeans,20,20,0.02537436090828482,0.011361924635388883,0.0025406035839959052,0.020056816494265446,0.030691905322304196,20,0,0,1.0,210.0,20,exact,1.9073486328125e-06,9.5367431640625e-07,9.987532517125551,19,5.3698412877397136e-09,2.6849206438698568e-09,8.88854007456994,8.863165713661655,"SCA wins by 0.025+/-0.011 Mbps vs kmeans, p<0.001, 20/20 seeds"
aodt,aodt_threshold_s,1.2,False,0.021484375,25,sca,pso,20,20,0.012300495020383462,0.021614344652938097,0.004833114393307868,0.0021846703374831,0.022416319703283824,16,0,4,0.8,166.0,20,exact,0.021484375,0.0107421875,2.545045289516681,19,0.019765635951470857,0.009882817975735429,8.88854007456994,8.876239579549555,"SCA wins by 0.012+/-0.022 Mbps vs pso, p=0.0215, 16/20 seeds"
aodt,aodt_threshold_s,1.6,False,0.0010967254638671875,25,sca,random,20,20,0.03737908351750692,0.06018133154903095,0.013456954832008592,0.009213353355026887,0.06554481367998695,16,0,4,0.8,193.0,20,exact,0.0003948211669921875,0.00019741058349609375,2.7776777126870758,19,0.011992284539223515,0.005996142269611758,8.924671929540613,8.88729284602311,"SCA wins by 0.037+/-0.060 Mbps vs random, p<0.001, 16/20 seeds"
aodt,aodt_threshold_s,1.6,False,1.9073486328125e-06,25,sca,kmeans,20,20,0.03827228596688483,0.01700290023428975,0.003801964073851898,0.030314683706316625,0.04622988822745304,20,0,0,1.0,210.0,20,exact,1.9073486328125e-06,9.5367431640625e-07,10.066451240321662,19,4.729927792265772e-09,2.364963896132886e-09,8.924671929540613,8.886399643573728,"SCA wins by 0.038+/-0.017 Mbps vs kmeans, p<0.001, 20/20 seeds"
aodt,aodt_threshold_s,1.6,False,0.00013113021850585938,25,sca,pso,20,20,0.03090484035016816,0.023760621089603234,0.005313036394396795,0.01978452737474891,0.042025153325587414,19,0,1,0.95,199.0,20,exact,0.0001049041748046875,5.245208740234375e-05,5.81679440079892,19,1.327518059735807e-05,6.637590298679035e-06,8.924671929540613,8.893767089190446,"SCA wins by 0.031+/-0.024 Mbps vs pso, p<0.001, 19/20 seeds"
aodt,aodt_threshold_s,2.0,False,0.0035810470581054688,25,sca,random,20,20,0.028826016105179608,0.0472057944061021,0.01055553652239236,0.006733024256627029,0.050919007953732186,16,0,4,0.8,186.0,20,exact,0.0014324188232421875,0.0007162094116210938,2.7308906604632104,19,0.01327315122026458,0.00663657561013229,8.938189090488363,8.909363074383183,"SCA wins by 0.029+/-0.047 Mbps vs random, p=0.00143, 16/20 seeds"
aodt,aodt_threshold_s,2.0,False,1.9073486328125e-06,25,sca,kmeans,20,20,0.043896949894684664,0.020448893141673242,0.004572511512941061,0.03432657330904012,0.05346732648032921,20,0,0,1.0,210.0,20,exact,1.9073486328125e-06,9.5367431640625e-07,9.600183568799796,19,1.0113398520969673e-08,5.056699260484836e-09,8.938189090488363,8.89429214059368,"SCA wins by 0.044+/-0.020 Mbps vs kmeans, p<0.001, 20/20 seeds"
aodt,aodt_threshold_s,2.0,False,4.76837158203125e-05,25,sca,pso,20,20,0.03851647930910138,0.026897299686411462,0.00601441905099998,0.025928155562066863,0.051104803056135906,19,0,1,0.95,203.0,20,exact,3.62396240234375e-05,1.811981201171875e-05,6.404023228593871,19,3.848583188859583e-06,1.9242915944297914e-06,8.938189090488363,8.899672611179263,"SCA wins by 0.039+/-0.027 Mbps vs pso, p<0.001, 19/20 seeds"
aodt,aodt_threshold_s,2.4,False,0.010732504037710337,25,sca,random,20,20,0.024618193522520305,0.04193586622708951,0.009377144757910977,0.004991603982543901,0.04424478306249671,16,0,4,0.8,177.0,20,exact,0.005580902099609375,0.0027904510498046875,2.6253400323964606,19,0.01665831872169597,0.008329159360847984,8.945324104250309,8.920705910727792,"SCA wins by 0.025+/-0.042 Mbps vs random, p=0.00558, 16/20 seeds"
aodt,aodt_threshold_s,2.4,False,1.9073486328125e-06,25,sca,kmeans,20,20,0.04697130682532143,0.021912488485970282,0.0048997813810811,0.036715946533376745,0.05722666711726611,20,0,0,1.0,210.0,20,exact,1.9073486328125e-06,9.5367431640625e-07,9.586408692984904,19,1.0346963220489087e-08,5.173481610244543e-09,8.945324104250309,8.898352797424987,"SCA wins by 0.047+/-0.022 Mbps vs kmeans, p<0.001, 20/20 seeds"
aodt,aodt_threshold_s,2.4,False,2.8049244600183822e-05,25,sca,pso,20,20,0.04262287406299929,0.028700089771782122,0.006417535169005124,0.029190818584260307,0.056054929541738276,19,0,1,0.95,205.0,20,exact,1.9073486328125e-05,9.5367431640625e-06,6.641626877068893,19,2.3618288306023545e-06,1.1809144153011773e-06,8.945324104250309,8.902701230187311,"SCA wins by 0.043+/-0.029 Mbps vs pso, p<0.001, 19/20 seeds"
aodt,aodt_threshold_s,2.8,True,,,sca,random,20,20,0.018778429973196075,0.042308832436695115,0.009460542537709834,-0.0010227131259835827,0.038579573072375736,15,0,5,0.75,147.0,20,exact,0.1230926513671875,0.06154632568359375,1.9849210442577718,19,0.061782588798032285,0.030891294399016143,8.946425328822471,8.927646898849275,"SCA wins by 0.019+/-0.042 Mbps vs random, p=0.123 (n.s.), 15/20 seeds"
aodt,aodt_threshold_s,2.8,True,,,sca,kmeans,20,20,0.04558627080300006,0.019470739405162592,0.004353789688212737,0.03647368425773598,0.05469885734826414,20,0,0,1.0,210.0,20,exact,1.9073486328125e-06,9.5367431640625e-07,10.470480677194484,19,2.4969754528046605e-09,1.2484877264023302e-09,8.946425328822471,8.900839058019471,"SCA wins by 0.046+/-0.019 Mbps vs kmeans, p<0.001, 20/20 seeds"
aodt,aodt_threshold_s,2.8,True,,,sca,pso,20,20,0.04187293596548365,0.026026157910099598,0.005819625828012656,0.029692319119797323,0.05405355281116998,19,0,1,0.95,206.0,20,exact,1.33514404296875e-05,6.67572021484375e-06,7.195125116795153,19,7.798785260431058e-07,3.899392630215529e-07,8.946425328822471,8.904552392856989,"SCA wins by 0.042+/-0.026 Mbps vs pso, p<0.001, 19/20 seeds"
aodt,aodt_threshold_s,3.0,False,0.13272666931152344,25,sca,random,20,20,0.01781473044563322,0.041495771995558234,0.00927873669609003,-0.0016058886538042431,0.037235349545070684,15,0,5,0.75,146.0,20,exact,0.13272666931152344,0.06636333465576172,1.9199521474879413,19,0.070005274396201,0.0350026371981005,8.948014587875823,8.930199857430193,"SCA wins by 0.018+/-0.041 Mbps vs random, p=0.133 (n.s.), 15/20 seeds"
aodt,aodt_threshold_s,3.0,False,1.9073486328125e-06,25,sca,kmeans,20,20,0.04626079067372135,0.01974734775072406,0.004415641194594657,0.03701874743779852,0.05550283390964419,20,0,0,1.0,210.0,20,exact,1.9073486328125e-06,9.5367431640625e-07,10.476573760193837,19,2.4733709865109945e-09,1.2366854932554973e-09,8.948014587875823,8.901753797202103,"SCA wins by 0.046+/-0.020 Mbps vs kmeans, p<0.001, 20/20 seeds"
aodt,aodt_threshold_s,3.0,False,2.384185791015625e-05,25,sca,pso,20,20,0.04278172142461534,0.02643570234239208,0.005911202747053911,0.03040943188454706,0.055154010964683614,19,0,1,0.95,207.0,20,exact,9.5367431640625e-06,4.76837158203125e-06,7.237397067109118,19,7.178172576204914e-07,3.589086288102457e-07,8.948014587875823,8.905232866451211,"SCA wins by 0.043+/-0.026 Mbps vs pso, p<0.001, 19/20 seeds"
cpu,uav_cpu_cycles_per_s,50000000.0,False,0.01781463623046875,25,sca,random,20,20,0.023667398404727626,0.04125358565172561,0.009224582183286843,0.004360126003241999,0.042974670806213255,16,0,4,0.8,172.0,20,exact,0.01068878173828125,0.005344390869140625,2.5656878473702984,19,0.01891828189700512,0.00945914094850256,8.946491710557146,8.922824312152418,"SCA wins by 0.024+/-0.041 Mbps vs random, p=0.0107, 16/20 seeds"
cpu,uav_cpu_cycles_per_s,50000000.0,False,1.9073486328125e-06,25,sca,kmeans,20,20,0.04748622266588125,0.022241684757028767,0.004973391905083721,0.03707679377654148,0.057895651555221014,20,0,0,1.0,210.0,20,exact,1.9073486328125e-06,9.5367431640625e-07,9.548055647362435,19,1.1027371351333758e-08,5.513685675666879e-09,8.946491710557146,8.899005487891262,"SCA wins by 0.047+/-0.022 Mbps vs kmeans, p<0.001, 20/20 seeds"
cpu,uav_cpu_cycles_per_s,50000000.0,False,2.8049244600183822e-05,25,sca,pso,20,20,0.0433471140051088,0.029037813054379375,0.006493052390752307,0.02975699916473088,0.05693722884548672,19,0,1,0.95,205.0,20,exact,1.9073486328125e-05,9.5367431640625e-06,6.67592241621917,19,2.202473167479696e-06,1.101236583739848e-06,8.946491710557146,8.903144596552037,"SCA wins by 0.043+/-0.029 Mbps vs pso, p<0.001, 19/20 seeds"
cpu,uav_cpu_cycles_per_s,100000000.0,False,0.06478534025304458,25,sca,random,20,20,0.021311077804288557,0.041125648909779794,0.009195974658105774,0.0020636816411439968,0.04055847396743312,16,0,4,0.8,159.0,20,exact,0.04405403137207031,0.022027015686035156,2.317435464603412,19,0.031794439132096286,0.015897219566048143,8.94758354017146,8.926272462367171,"SCA wins by 0.021+/-0.041 Mbps vs random, p=0.0441, 16/20 seeds"
cpu,uav_cpu_cycles_per_s,100000000.0,False,1.9073486328125e-06,25,sca,kmeans,20,20,0.04723689051355553,0.021850059274154263,0.004885821784940864,0.03701074799212219,0.05746303303498887,20,0,0,1.0,210.0,20,exact,1.9073486328125e-06,9.5367431640625e-07,9.668156677173451,19,9.038736014965492e-09,4.519368007482746e-09,8.94758354017146,8.900346649657903,"SCA wins by 0.047+/-0.022 Mbps vs kmeans, p<0.001, 20/20 seeds"
cpu,uav_cpu_cycles_per_s,100000000.0,False,2.384185791015625e-05,25,sca,pso,20,20,0.04339758279329668,0.02751335438062157,0.006152173068411145,0.030520936574229215,0.056274229012364146,19,0,1,0.95,206.0,20,exact,1.33514404296875e-05,6.67572021484375e-06,7.0540250267219005,19,1.0303757350280638e-06,5.151878675140319e-07,8.94758354017146,8.90418595737816,"SCA wins by 0.043+/-0.028 Mbps vs pso, p<0.001, 19/20 seeds"
cpu,uav_cpu_cycles_per_s,150000000.0,False,0.13272666931152344,25,sca,random,20,20,0.018945326566981537,0.042458654031673725,0.009494043664796795,-0.0009259351970409176,0.03881658833100399,15,0,5,0.75,146.0,20,exact,0.13272666931152344,0.06636333465576172,1.995496043190679,19,0.060529000862094305,0.030264500431047153,8.946148121905548,8.927202795338566,"SCA wins by 0.019+/-0.042 Mbps vs random, p=0.133 (n.s.), 15/20 seeds"
cpu,uav_cpu_cycles_per_s,150000000.0,False,1.9073486328125e-06,25,sca,kmeans,20,20,0.04546817388930187,0.019422743200296914,0.004343057410538571,0.036378050259368404,0.054558297519235334,20,0,0,1.0,210.0,20,exact,1.9073486328125e-06,9.5367431640625e-07,10.469162525683371,19,2.5021128177011455e-09,1.2510564088505727e-09,8.946148121905548,8.900679948016247,"SCA wins by 0.045+/-0.019 Mbps vs kmeans, p<0.001, 20/20 seeds"
cpu,uav_cpu_cycles_per_s,150000000.0,False,2.384185791015625e-05,25,sca,pso,20,20,0.0417141236863662,0.02595423134632414,0.0058035425594136665,0.029567169508731065,0.053861077864001336,19,0,1,0.95,206.0,20,exact,1.33514404296875e-05,6.67572021484375e-06,7.187700143372531,19,7.913405434657163e-07,3.9567027173285817e-07,8.946148121905548,8.904433998219181,"SCA wins by 0.042+/-0.026 Mbps vs pso, p<0.001, 19/20 seeds"
cpu,uav_cpu_cycles_per_s,200000000.0,True,,,sca,random,20,20,0.018778429973196075,0.042308832436695115,0.009460542537709834,-0.0010227131259835827,0.038579573072375736,15,0,5,0.75,147.0,20,exact,0.1230926513671875,0.06154632568359375,1.9849210442577718,19,0.061782588798032285,0.030891294399016143,8.946425328822471,8.927646898849275,"SCA wins by 0.019+/-0.042 Mbps vs random, p=0.123 (n.s.), 15/20 seeds"
cpu,uav_cpu_cycles_per_s,200000000.0,True,,,sca,kmeans,20,20,0.04558627080300006,0.019470739405162592,0.004353789688212737,0.03647368425773598,0.05469885734826414,20,0,0,1.0,210.0,20,exact,1.9073486328125e-06,9.5367431640625e-07,10.470480677194484,19,2.4969754528046605e-09,1.2484877264023302e-09,8.946425328822471,8.900839058019471,"SCA wins by 0.046+/-0.019 Mbps vs kmeans, p<0.001, 20/20 seeds"
cpu,uav_cpu_cycles_per_s,200000000.0,True,,,sca,pso,20,20,0.04187293596548365,0.026026157910099598,0.005819625828012656,0.029692319119797323,0.05405355281116998,19,0,1,0.95,206.0,20,exact,1.33514404296875e-05,6.67572021484375e-06,7.195125116795153,19,7.798785260431058e-07,3.899392630215529e-07,8.946425328822471,8.904552392856989,"SCA wins by 0.042+/-0.026 Mbps vs pso, p<0.001, 19/20 seeds"
cpu,uav_cpu_cycles_per_s,250000000.0,False,0.13272666931152344,25,sca,random,20,20,0.018680194899339052,0.04222241675579919,0.009441219404029312,-0.0010805044162407254,0.03844089421491883,15,0,5,0.75,147.0,20,exact,0.1230926513671875,0.06154632568359375,1.9785786242152936,19,0.0625455207137035,0.03127276035685175,8.946587180542751,8.927906985643412,"SCA wins by 0.019+/-0.042 Mbps vs random, p=0.123 (n.s.), 15/20 seeds"
cpu,uav_cpu_cycles_per_s,250000000.0,False,1.9073486328125e-06,25,sca,kmeans,20,20,0.045654938586796236,0.019498727137042562,0.004360047935314702,0.03652925337980931,0.054780623793783165,20,0,0,1.0,210.0,20,exact,1.9073486328125e-06,9.5367431640625e-07,10.471201065705927,19,2.4941724654294742e-09,1.2470862327147371e-09,8.946587180542751,8.900932241955955,"SCA wins by 0.046+/-0.019 Mbps vs kmeans, p<0.001, 20/20 seeds"
cpu,uav_cpu_cycles_per_s,250000000.0,False,2.384185791015625e-05,25,sca,pso,20,20,0.04196545353192125,0.026067565949182213,0.005828884947033025,0.02976545712740266,0.05416544993643984,19,0,1,0.95,206.0,20,exact,1.33514404296875e-05,6.67572021484375e-06,7.199567998555571,19,7.731023022007013e-07,3.8655115110035066e-07,8.946587180542751,8.90462172701083,"SCA wins by 0.042+/-0.026 Mbps vs pso, p<0.001, 19/20 seeds"
